FECHA,AÑO,MES_NUM,MES_NOMBRE,TRIMESTRE,CUATRIMESTRE,NUMERO_SEMANA,DIA_NOMBRE,DIA_NUM_SEMANA,DIA_DEL_AÑO
26/7/2007,2007,7,julio,Trimestre 3,Cuatrimestre 2,30,jueves,4,207
27/7/2007,2007,7,julio,Trimestre 3,Cuatrimestre 2,30,viernes,5,208
28/7/2007,2007,7,julio,Trimestre 3,Cuatrimestre 2,30,sábado,6,209
29/7/2007,2007,7,julio,Trimestre 3,Cuatrimestre 2,30,domingo,7,210
30/7/2007,2007,7,julio,Trimestre 3,Cuatrimestre 2,31,lunes,1,211
31/7/2007,2007,7,julio,Trimestre 3,Cuatrimestre 2,31,martes,2,212
1/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,31,miércoles,3,213
2/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,31,jueves,4,214
3/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,31,viernes,5,215
4/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,31,sábado,6,216
5/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,31,domingo,7,217
6/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,lunes,1,218
7/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,martes,2,219
8/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,miércoles,3,220
9/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,jueves,4,221
10/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,viernes,5,222
11/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,sábado,6,223
12/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,32,domingo,7,224
13/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,lunes,1,225
14/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,martes,2,226
15/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,miércoles,3,227
16/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,jueves,4,228
17/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,viernes,5,229
18/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,sábado,6,230
19/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,33,domingo,7,231
20/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,lunes,1,232
21/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,martes,2,233
22/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,miércoles,3,234
23/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,jueves,4,235
24/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,viernes,5,236
25/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,sábado,6,237
26/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,34,domingo,7,238
27/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,35,lunes,1,239
28/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,35,martes,2,240
29/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,35,miércoles,3,241
30/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,35,jueves,4,242
31/8/2007,2007,8,agosto,Trimestre 3,Cuatrimestre 2,35,viernes,5,243
1/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,35,sábado,6,244
2/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,35,domingo,7,245
3/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,lunes,1,246
4/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,martes,2,247
5/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,miércoles,3,248
6/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,jueves,4,249
7/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,viernes,5,250
8/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,sábado,6,251
9/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,36,domingo,7,252
10/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,lunes,1,253
11/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,martes,2,254
12/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,miércoles,3,255
13/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,jueves,4,256
14/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,viernes,5,257
15/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,sábado,6,258
16/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,37,domingo,7,259
17/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,lunes,1,260
18/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,martes,2,261
19/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,miércoles,3,262
20/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,jueves,4,263
21/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,viernes,5,264
22/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,sábado,6,265
23/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,38,domingo,7,266
24/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,lunes,1,267
25/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,martes,2,268
26/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,miércoles,3,269
27/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,jueves,4,270
28/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,viernes,5,271
29/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,sábado,6,272
30/9/2007,2007,9,septiembre,Trimestre 3,Cuatrimestre 3,39,domingo,7,273
1/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,lunes,1,274
2/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,martes,2,275
3/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,miércoles,3,276
4/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,jueves,4,277
5/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,viernes,5,278
6/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,sábado,6,279
7/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,40,domingo,7,280
8/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,lunes,1,281
9/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,martes,2,282
10/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,miércoles,3,283
11/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,jueves,4,284
12/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,viernes,5,285
13/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,sábado,6,286
14/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,41,domingo,7,287
15/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,lunes,1,288
16/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,martes,2,289
17/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,miércoles,3,290
18/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,jueves,4,291
19/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,viernes,5,292
20/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,sábado,6,293
21/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,42,domingo,7,294
22/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,lunes,1,295
23/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,martes,2,296
24/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,miércoles,3,297
25/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,jueves,4,298
26/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,viernes,5,299
27/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,sábado,6,300
28/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,43,domingo,7,301
29/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,44,lunes,1,302
30/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,44,martes,2,303
31/10/2007,2007,10,octubre,Trimestre 4,Cuatrimestre 3,44,miércoles,3,304
1/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,44,jueves,4,305
2/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,44,viernes,5,306
3/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,44,sábado,6,307
4/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,44,domingo,7,308
5/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,lunes,1,309
6/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,martes,2,310
7/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,miércoles,3,311
8/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,jueves,4,312
9/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,viernes,5,313
10/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,sábado,6,314
11/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,45,domingo,7,315
12/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,lunes,1,316
13/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,martes,2,317
14/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,miércoles,3,318
15/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,jueves,4,319
16/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,viernes,5,320
17/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,sábado,6,321
18/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,46,domingo,7,322
19/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,lunes,1,323
20/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,martes,2,324
21/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,miércoles,3,325
22/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,jueves,4,326
23/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,viernes,5,327
24/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,sábado,6,328
25/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,47,domingo,7,329
26/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,48,lunes,1,330
27/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,48,martes,2,331
28/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,48,miércoles,3,332
29/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,48,jueves,4,333
30/11/2007,2007,11,noviembre,Trimestre 4,Cuatrimestre 3,48,viernes,5,334
1/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,48,sábado,6,335
2/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,48,domingo,7,336
3/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,lunes,1,337
4/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,martes,2,338
5/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,miércoles,3,339
6/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,jueves,4,340
7/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,viernes,5,341
8/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,sábado,6,342
9/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,49,domingo,7,343
10/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,lunes,1,344
11/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,martes,2,345
12/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,miércoles,3,346
13/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,jueves,4,347
14/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,viernes,5,348
15/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,sábado,6,349
16/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,50,domingo,7,350
17/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,lunes,1,351
18/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,martes,2,352
19/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,miércoles,3,353
20/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,jueves,4,354
21/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,viernes,5,355
22/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,sábado,6,356
23/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,51,domingo,7,357
24/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,lunes,1,358
25/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,martes,2,359
26/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,miércoles,3,360
27/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,jueves,4,361
28/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,viernes,5,362
29/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,sábado,6,363
30/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,52,domingo,7,364
31/12/2007,2007,12,diciembre,Trimestre 4,Cuatrimestre 3,1,lunes,1,365
1/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,1,martes,2,1
2/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,1,miércoles,3,2
3/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,1,jueves,4,3
4/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,1,viernes,5,4
5/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,1,sábado,6,5
6/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,1,domingo,7,6
7/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,lunes,1,7
8/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,martes,2,8
9/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,miércoles,3,9
10/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,jueves,4,10
11/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,viernes,5,11
12/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,sábado,6,12
13/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,2,domingo,7,13
14/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,lunes,1,14
15/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,martes,2,15
16/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,miércoles,3,16
17/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,jueves,4,17
18/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,viernes,5,18
19/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,sábado,6,19
20/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,3,domingo,7,20
21/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,lunes,1,21
22/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,martes,2,22
23/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,miércoles,3,23
24/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,jueves,4,24
25/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,viernes,5,25
26/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,sábado,6,26
27/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,4,domingo,7,27
28/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,5,lunes,1,28
29/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,5,martes,2,29
30/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,5,miércoles,3,30
31/1/2008,2008,1,enero,Trimestre 1,Cuatrimestre 1,5,jueves,4,31
1/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,5,viernes,5,32
2/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,5,sábado,6,33
3/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,5,domingo,7,34
4/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,lunes,1,35
5/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,martes,2,36
6/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,miércoles,3,37
7/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,jueves,4,38
8/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,viernes,5,39
9/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,sábado,6,40
10/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,6,domingo,7,41
11/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,lunes,1,42
12/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,martes,2,43
13/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,miércoles,3,44
14/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,jueves,4,45
15/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,viernes,5,46
16/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,sábado,6,47
17/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,7,domingo,7,48
18/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,lunes,1,49
19/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,martes,2,50
20/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,miércoles,3,51
21/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,jueves,4,52
22/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,viernes,5,53
23/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,sábado,6,54
24/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,8,domingo,7,55
25/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,9,lunes,1,56
26/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,9,martes,2,57
27/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,9,miércoles,3,58
28/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,9,jueves,4,59
29/2/2008,2008,2,febrero,Trimestre 1,Cuatrimestre 1,9,viernes,5,60
1/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,9,sábado,6,61
2/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,9,domingo,7,62
3/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,lunes,1,63
4/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,martes,2,64
5/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,miércoles,3,65
6/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,jueves,4,66
7/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,viernes,5,67
8/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,sábado,6,68
9/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,10,domingo,7,69
10/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,lunes,1,70
11/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,martes,2,71
12/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,miércoles,3,72
13/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,jueves,4,73
14/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,viernes,5,74
15/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,sábado,6,75
16/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,11,domingo,7,76
17/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,lunes,1,77
18/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,martes,2,78
19/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,miércoles,3,79
20/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,jueves,4,80
21/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,viernes,5,81
22/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,sábado,6,82
23/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,12,domingo,7,83
24/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,lunes,1,84
25/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,martes,2,85
26/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,miércoles,3,86
27/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,jueves,4,87
28/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,viernes,5,88
29/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,sábado,6,89
30/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,13,domingo,7,90
31/3/2008,2008,3,marzo,Trimestre 1,Cuatrimestre 1,14,lunes,1,91
1/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,14,martes,2,92
2/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,14,miércoles,3,93
3/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,14,jueves,4,94
4/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,14,viernes,5,95
5/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,14,sábado,6,96
6/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,14,domingo,7,97
7/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,lunes,1,98
8/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,martes,2,99
9/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,miércoles,3,100
10/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,jueves,4,101
11/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,viernes,5,102
12/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,sábado,6,103
13/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,15,domingo,7,104
14/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,lunes,1,105
15/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,martes,2,106
16/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,miércoles,3,107
17/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,jueves,4,108
18/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,viernes,5,109
19/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,sábado,6,110
20/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,16,domingo,7,111
21/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,lunes,1,112
22/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,martes,2,113
23/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,miércoles,3,114
24/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,jueves,4,115
25/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,viernes,5,116
26/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,sábado,6,117
27/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,17,domingo,7,118
28/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,18,lunes,1,119
29/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,18,martes,2,120
30/4/2008,2008,4,abril,Trimestre 2,Cuatrimestre 1,18,miércoles,3,121
1/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,18,jueves,4,122
2/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,18,viernes,5,123
3/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,18,sábado,6,124
4/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,18,domingo,7,125
5/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,lunes,1,126
6/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,martes,2,127
7/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,miércoles,3,128
8/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,jueves,4,129
9/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,viernes,5,130
10/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,sábado,6,131
11/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,19,domingo,7,132
12/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,lunes,1,133
13/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,martes,2,134
14/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,miércoles,3,135
15/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,jueves,4,136
16/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,viernes,5,137
17/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,sábado,6,138
18/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,20,domingo,7,139
19/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,lunes,1,140
20/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,martes,2,141
21/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,miércoles,3,142
22/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,jueves,4,143
23/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,viernes,5,144
24/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,sábado,6,145
25/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,21,domingo,7,146
26/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,22,lunes,1,147
27/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,22,martes,2,148
28/5/2008,2008,5,mayo,Trimestre 2,Cuatrimestre 2,22,miércoles,3,149
